Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name,Macro_Sentiment_Multiplier,Systemic_Risk_Off,Combined_Score,Base_Rank_Score
TCS,2392.9,AVOID,40.1,0.28,4.4 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),20.0,Neutral Setup,15.0,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.33,0.0129,779300.0,70.5,83.3,65.0,70.0,65.0,55.0,YES,YES,YES,Breakdown,10.0,-31.62,1.57,3499.46,2356.0,22.5,49.2,15.8,6.87,48.4,9.6,0.1,Nifty IT,0.0,False,49.2,49.2
TECHM,1457.4,AVOID,37.3,0.26,4.3 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),38.0,Constructive RSI (Neutral-Bullish),0.4,MC Target Prob: 0.6% | Expected Horizon: 4.3d,0.01,0.33,-0.001,130989.0,89.0,80.0,40.0,80.0,70.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-17.59,9.44,1768.4,1331.7,43.5,52.8,27.3,4.43,16.6,12.6,0.07,Nifty IT,0.0,False,52.8,52.8
TIINDIA,2992.2,AVOID,33.8,0.26,3.8 days,46.0,Strong Revenue Growth (20.7%) | Low Leverage (D/E: 0.28),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.5,MC Target Prob: 3.5% | Expected Horizon: 3.8d,0.04,0.47,-0.0208,59275.0,62.2,36.7,25.0,55.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-12.03,36.79,3401.52,2187.45,57.9,42.3,93.0,7.88,0.0,20.7,0.28,Nifty Auto,0.0,False,42.3,42.3
TVSMOTOR,3613.7,AVOID,49.3,0.37,4.2 days,61.8,Strong Revenue Growth (31.3%) | High ROE (31.6%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,15.7,MC Target Prob: 1.0% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.33,0.0162,158483.0,82.5,51.7,25.0,90.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-8.29,36.14,3940.43,2654.42,41.4,59.3,52.5,47.43,31.6,31.3,3.06,Nifty Auto,0.0,False,59.3,59.3
UBL,1412.2,SELL,18.2,0.16,4.3 days,34.8,Low Leverage (D/E: 0.29),20.0,Neutral Setup,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.3d,0.0,0.35,-0.0001,35094.0,54.0,83.3,25.0,22.5,65.0,85.0,YES,YES,YES,Breakdown,10.0,-34.94,0.0,2170.62,1412.2,17.7,28.9,84.6,8.08,9.3,-3.1,0.29,Nifty FMCG,0.0,False,28.9,28.9
UNITDSPR,1266.1,AVOID,36.3,0.27,4.3 days,55.4,High ROE (20.0%) | Low Leverage (D/E: 0.05) | Healthy Margins (14.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.32,-0.0013,91645.0,72.5,80.0,40.0,67.5,100.0,100.0,YES,NO,YES,Breakdown,10.0,-20.53,3.88,1593.19,1218.8,41.1,47.2,52.5,10.65,20.0,0.8,0.05,Nifty FMCG,0.0,False,47.2,47.2
UNOMINDA,1173.1,AVOID,47.5,0.37,3.9 days,69.3,Strong Revenue Growth (17.8%) | High ROE (19.2%) | Low Leverage (D/E: 0.38),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.5,MC Target Prob: 5.0% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.05,0.44,0.0008,62395.0,67.2,46.7,25.0,100.0,100.0,70.0,NO,NO,YES,Forming Trough 2,55.0,-14.08,28.94,1365.3,909.83,55.5,53.4,52.0,9.99,19.2,17.8,0.38,Nifty Auto,0.0,False,53.4,53.4
VBL,501.3,AVOID,36.2,0.27,3.9 days,53.8,Strong Revenue Growth (18.1%) | Low Leverage (D/E: 0.13) | Healthy Margins (14.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.6,MC Target Prob: 2.3% | Expected Horizon: 3.9d,0.02,0.44,-0.084,177993.0,78.5,28.3,40.0,90.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-4.08,31.45,522.6,381.36,58.8,48.9,55.8,9.09,0.0,18.1,0.13,Nifty FMCG,0.0,False,48.9,48.9
WIPRO,196.68,AVOID,46.7,0.33,4.2 days,85.8,High ROE (15.4%) | Low Leverage (D/E: 0.23) | Healthy Margins (14.2%),20.0,Neutral Setup,30.5,MC Target Prob: 0.7% | Model Predicts +3.2% (10d) | Expected Horizon: 4.2d,0.01,0.37,0.0316,187704.0,69.2,80.0,80.0,35.0,65.0,85.0,YES,NO,YES,Breakdown,10.0,-26.01,4.87,265.81,187.54,30.2,53.4,14.3,2.09,15.4,7.7,0.23,Nifty IT,0.0,False,53.4,53.4
YESBANK,22.7,AVOID,48.0,0.35,4.0 days,82.9,Strong Revenue Growth (19.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (22.0%),44.0,Overbought RSI | Positive Trend Slope,16.4,MC Target Prob: 2.0% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.42,0.0117,70933.0,83.1,28.3,67.5,90.0,85.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-5.53,31.59,24.03,17.25,82.8,58.5,20.2,1.43,7.1,19.8,0.0,Nifty Private Bank,0.0,False,58.5,58.5
