Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name,Macro_Sentiment_Multiplier,Systemic_Risk_Off,Combined_Score,Base_Rank_Score
TCS,2283.2,AVOID,34.9,0.23,4.3 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),20.0,Neutral Setup,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.3d,0.0,0.34,-0.0063,779300.0,68.2,83.3,65.0,70.0,50.0,55.0,YES,YES,YES,Breakdown,10.0,-34.02,1.66,3460.31,2246.0,24.1,44.9,15.8,6.87,48.4,9.6,0.1,Nifty IT,0.0,False,44.9,44.9
TECHM,1430.0,AVOID,42.6,0.32,4.3 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),38.0,Constructive RSI (Neutral-Bullish),15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.34,0.0075,130989.0,83.0,70.0,40.0,80.0,50.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-19.14,7.38,1768.4,1331.7,53.2,54.7,27.3,4.43,16.6,12.6,0.07,Nifty IT,0.0,False,54.7,54.7
TIINDIA,2815.0,SELL,22.9,0.19,3.7 days,46.0,Strong Revenue Growth (20.7%) | Low Leverage (D/E: 0.28),20.0,Neutral Setup,2.4,MC Target Prob: 3.4% | Expected Horizon: 3.7d,0.03,0.49,-0.0071,59275.0,78.0,70.0,25.0,55.0,85.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-17.24,28.69,3401.52,2187.45,34.6,39.4,93.0,7.88,0.0,20.7,0.28,Nifty Auto,0.0,False,39.4,39.4
TVSMOTOR,3291.0,AVOID,38.3,0.32,4.2 days,61.8,Strong Revenue Growth (31.3%) | High ROE (31.6%),20.0,Neutral Setup,30.6,MC Target Prob: 0.9% | Model Predicts +3.6% (10d) | Expected Horizon: 4.2d,0.01,0.34,0.0357,158483.0,57.5,70.0,25.0,90.0,35.0,70.0,NO,NO,YES,Breakdown,10.0,-16.48,21.52,3940.43,2708.13,36.5,44.1,52.5,47.43,31.6,31.3,3.06,Nifty Auto,0.0,False,44.1,44.1
UBL,1354.5,SELL,18.2,0.16,4.3 days,34.8,Low Leverage (D/E: 0.29),20.0,Neutral Setup,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.3d,0.0,0.35,-0.0083,35094.0,52.5,83.3,25.0,22.5,65.0,70.0,YES,YES,YES,Breakdown,10.0,-34.77,0.0,2076.4,1354.5,15.6,28.5,84.6,8.08,9.3,-3.1,0.29,Nifty FMCG,0.0,False,28.5,28.5
UNITDSPR,1315.7,SELL,25.5,0.2,4.3 days,55.4,High ROE (20.0%) | Low Leverage (D/E: 0.05) | Healthy Margins (14.7%),20.0,Neutral Setup,0.3,MC Target Prob: 0.4% | Expected Horizon: 4.3d,0.0,0.33,-0.0134,91645.0,74.5,80.0,40.0,67.5,100.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-17.42,7.95,1593.19,1218.8,33.1,40.2,52.5,10.65,20.0,0.8,0.05,Nifty FMCG,0.0,False,40.2,40.2
UNOMINDA,1067.8,AVOID,36.8,0.28,3.8 days,69.3,Strong Revenue Growth (17.8%) | High ROE (19.2%) | Low Leverage (D/E: 0.38),20.0,Neutral Setup,18.6,MC Target Prob: 5.1% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.05,0.45,0.006,62395.0,75.2,80.0,25.0,100.0,100.0,100.0,YES,NO,YES,Breakdown,10.0,-21.79,8.91,1365.3,980.42,37.6,48.3,52.0,9.99,19.2,17.8,0.38,Nifty Auto,0.0,False,48.3,48.3
VBL,511.5,AVOID,36.1,0.27,3.9 days,53.8,Strong Revenue Growth (18.1%) | Low Leverage (D/E: 0.13) | Healthy Margins (14.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.4,MC Target Prob: 2.1% | Expected Horizon: 3.9d,0.02,0.45,-0.0794,177993.0,79.5,41.7,40.0,90.0,100.0,40.0,NO,NO,YES,Confirmed Bounce,70.0,-2.12,34.13,522.6,381.36,45.8,49.1,55.8,9.09,0.0,18.1,0.13,Nifty FMCG,0.0,False,49.1,49.1
WIPRO,192.17,AVOID,41.4,0.28,4.1 days,85.8,High ROE (15.4%) | Low Leverage (D/E: 0.23) | Healthy Margins (14.2%),20.0,Neutral Setup,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.0,0.38,0.0076,187704.0,67.8,80.0,80.0,35.0,65.0,70.0,YES,NO,YES,Breakdown,10.0,-27.7,2.47,265.81,187.54,25.8,49.3,14.3,2.09,15.4,7.7,0.23,Nifty IT,0.0,False,49.3,49.3
YESBANK,21.81,WAIT,51.6,0.38,4.0 days,82.9,Strong Revenue Growth (19.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (22.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.5,MC Target Prob: 2.2% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.41,0.0116,70933.0,88.4,38.3,67.5,90.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-9.24,26.43,24.03,17.25,68.3,62.6,20.2,1.43,7.1,19.8,0.0,Nifty Private Bank,0.0,False,62.6,62.6
