Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
CANBK,129.26,SELL,16.6,0.16,3.9 days,13.6,High ROE (15.9%) | Low Leverage (D/E: 0.00) | Healthy Margins (37.0%),20.0,Neutral Setup,16.7,MC Target Prob: 2.4% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.02,0.42,0.0126,119651.0,67.9,43.3,82.5,10.0,35.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-18.67,37.13,158.93,94.26,21.7,32.0,6.1,1.02,15.9,-46.7,0.0,Nifty PSU Bank
CENTRALBK,34.38,AVOID,45.8,0.28,3.6 days,95.7,Strong Revenue Growth (44.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.4%),38.0,Constructive RSI (Neutral-Bullish),2.7,MC Target Prob: 3.8% | Expected Horizon: 3.6d,0.04,0.53,-0.0302,27543.0,82.5,80.0,90.0,55.0,100.0,100.0,YES,NO,YES,Breakdown,10.0,-13.59,11.18,39.79,30.92,40.4,56.8,6.1,0.71,11.9,44.8,0.0,Nifty PSU Bank
COFORGE,1297.1,AVOID,45.0,0.31,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.0,MC Target Prob: 4.3% | Expected Horizon: 3.9d,0.04,0.44,-0.004,62094.0,65.2,66.7,25.0,100.0,100.0,40.0,NO,YES,YES,Breakdown,10.0,-34.26,20.78,1973.19,1073.9,58.0,51.1,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,2134.5,AVOID,41.6,0.29,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.36,-0.0914,55928.0,65.8,60.0,55.0,35.0,100.0,70.0,NO,NO,YES,Forming Trough 2,55.0,-19.56,19.33,2653.67,1788.7,47.7,48.9,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
DABUR,463.1,AVOID,39.3,0.28,4.3 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.33,-0.0109,75907.0,70.8,70.0,55.0,70.0,100.0,70.0,YES,NO,YES,Breakdown,10.0,-15.77,12.83,549.8,410.45,51.5,48.8,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,574.15,SELL,11.3,0.09,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),38.0,Constructive RSI (Neutral-Bullish),1.4,MC Target Prob: 2.0% | Expected Horizon: 3.9d,0.02,0.47,-0.0153,139410.0,69.2,100.0,55.0,10.0,100.0,85.0,YES,YES,YES,Breakdown,10.0,-34.3,13.9,873.96,504.1,43.1,28.7,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,6971.5,AVOID,46.7,0.3,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.4,MC Target Prob: 0.6% | Expected Horizon: 4.3d,0.01,0.32,-0.0028,198173.0,93.2,60.0,55.0,90.0,100.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-14.88,33.03,8190.0,5240.55,44.0,60.6,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EMAMILTD,428.9,SELL,27.1,0.21,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),20.0,Neutral Setup,1.6,MC Target Prob: 2.3% | Expected Horizon: 3.8d,0.02,0.46,-0.0275,17235.0,71.8,100.0,65.0,10.0,100.0,85.0,YES,YES,NO,None,0.0,-31.18,9.11,623.21,393.1,26.1,40.5,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
EXIDEIND,349.3,AVOID,39.1,0.28,4.0 days,62.8,Low Leverage (D/E: 0.11),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.8,MC Target Prob: 1.2% | Expected Horizon: 4.0d,0.01,0.42,-0.0504,32840.0,71.5,60.0,70.0,70.0,100.0,70.0,NO,NO,NO,None,0.0,-18.26,21.33,427.35,287.9,51.4,48.8,38.4,2.36,6.2,9.2,0.11,Nifty Auto
GODREJCP,1030.5,SELL,28.6,0.21,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),20.0,Neutral Setup,0.3,MC Target Prob: 0.4% | Expected Horizon: 4.2d,0.0,0.38,-0.0319,105149.0,61.2,80.0,40.0,60.0,35.0,100.0,YES,NO,YES,Breakdown,10.0,-19.27,5.16,1276.52,979.93,27.9,38.4,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,1730.6,AVOID,48.1,0.31,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.4,MC Target Prob: 3.5% | Expected Horizon: 3.7d,0.03,0.51,-0.0575,49446.0,79.8,70.0,55.0,100.0,100.0,100.0,NO,NO,NO,None,0.0,-29.86,17.62,2467.3,1471.3,44.6,57.6,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1143.2,AVOID,36.7,0.27,4.2 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.0048,306320.0,55.0,83.3,55.0,35.0,35.0,40.0,YES,YES,NO,None,0.0,-32.64,0.0,1697.11,1143.2,22.6,42.2,18.5,4.02,23.4,5.3,0.07,Nifty IT
HEROMOTOCO,4995.0,WAIT,52.0,0.39,4.2 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),38.0,Constructive RSI (Neutral-Bullish),30.4,MC Target Prob: 0.6% | Model Predicts +2.7% (10d) | Expected Horizon: 4.2d,0.01,0.35,0.0269,97179.0,68.0,50.0,65.0,100.0,65.0,70.0,NO,NO,YES,Breakdown,10.0,-19.81,34.13,6229.09,3723.91,47.9,56.8,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDUNILVR,2267.3,AVOID,33.8,0.25,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),38.0,Positive Trend Slope,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.27,-0.0116,509744.0,78.2,80.0,55.0,67.5,100.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-15.13,10.48,2671.6,2052.2,37.1,47.1,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
INDIANB,813.95,AVOID,40.4,0.28,4.0 days,81.1,High ROE (15.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.2%),20.0,Neutral Setup,17.1,MC Target Prob: 3.0% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.03,0.4,0.0093,113549.0,51.4,35.0,67.5,47.5,50.0,70.0,NO,NO,YES,Breakdown,10.0,-17.91,51.21,991.55,538.29,23.3,43.7,9.7,1.42,15.4,1.5,0.0,Nifty PSU Bank
INFY,1123.1,AVOID,38.2,0.28,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),20.0,Neutral Setup,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.002,463687.0,71.0,100.0,65.0,70.0,35.0,55.0,YES,YES,NO,None,0.0,-33.54,0.0,1689.8,1123.1,27.5,48.0,15.1,4.97,31.4,6.6,0.1,Nifty IT
IOB,33.68,AVOID,35.3,0.23,3.6 days,81.7,High ROE (15.7%) | Low Leverage (D/E: 0.00) | Healthy Margins (37.5%),20.0,Neutral Setup,2.1,MC Target Prob: 3.0% | Expected Horizon: 3.6d,0.03,0.53,-0.0349,62988.0,70.2,80.0,40.0,67.5,85.0,100.0,YES,NO,YES,Breakdown,10.0,-19.92,7.33,42.06,31.38,30.6,45.8,11.6,1.7,15.7,1.9,0.0,Nifty PSU Bank
ITC,304.45,AVOID,38.8,0.28,4.5 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.27,-0.0172,355398.0,69.2,70.0,65.0,10.0,100.0,100.0,YES,NO,YES,Forming Trough 2,55.0,-28.53,5.82,425.96,287.7,48.9,47.9,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
LODHA,874.0,AVOID,44.3,0.31,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,4.0,MC Target Prob: 5.7% | Expected Horizon: 3.6d,0.06,0.51,-0.0642,86106.0,70.2,80.0,55.0,60.0,100.0,55.0,NO,YES,NO,None,0.0,-42.16,29.1,1511.02,677.0,52.9,52.1,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3111.8,AVOID,49.0,0.37,4.1 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.2,MC Target Prob: 1.7% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.02,0.38,0.0104,354525.0,100.0,70.0,65.0,100.0,100.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-18.16,6.16,3802.4,2931.1,54.3,64.3,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MAHABANK,79.97,WAIT,60.1,0.35,3.9 days,100.0,Strong Revenue Growth (38.2%) | High ROE (22.7%) | Low Leverage (D/E: 0.00) | Healthy Margins (49.3%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.0,MC Target Prob: 4.3% | Expected Horizon: 3.9d,0.04,0.45,-0.0661,61232.0,73.8,20.0,55.0,100.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-6.26,67.95,85.31,47.62,55.8,64.2,8.7,1.84,22.7,38.2,0.0,Nifty PSU Bank
MARICO,833.4,AVOID,46.4,0.31,4.5 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.5d,0.0,0.25,-0.0139,106249.0,73.5,38.3,40.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-1.09,22.55,842.55,680.08,75.9,54.5,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MARUTI,13103.0,AVOID,48.6,0.36,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.1,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.3,0.0039,411018.0,67.0,70.0,55.0,55.0,85.0,85.0,YES,NO,NO,None,0.0,-24.23,9.23,17292.0,11996.16,48.8,54.1,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,126.32,AVOID,48.2,0.32,3.9 days,66.2,Low Leverage (D/E: 0.44),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.9,MC Target Prob: 4.2% | Expected Horizon: 3.9d,0.04,0.43,-0.0592,149765.0,85.5,41.7,40.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.35,40.37,134.89,89.99,48.6,59.4,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2145.2,AVOID,44.3,0.33,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,31.1,MC Target Prob: 1.6% | Model Predicts +2.4% (10d) | Expected Horizon: 4.0d,0.02,0.42,0.0236,43846.0,65.2,80.0,40.0,80.0,65.0,55.0,YES,NO,YES,Breakdown,10.0,-28.51,4.78,3000.6,2047.4,34.8,50.6,24.4,4.31,18.3,14.4,0.24,Nifty IT
NESTLEIND,1468.9,AVOID,46.9,0.31,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.24,-0.0768,277349.0,70.0,28.3,30.0,100.0,100.0,40.0,NO,NO,YES,Neckline Breakout,65.0,-1.16,35.56,1486.1,1083.55,72.3,53.8,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
OBEROIRLTY,1616.7,AVOID,36.3,0.23,4.0 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),20.0,Neutral Setup,1.6,MC Target Prob: 2.3% | Expected Horizon: 4.0d,0.02,0.42,-0.0257,57871.0,97.8,80.0,55.0,100.0,100.0,100.0,YES,NO,YES,Neckline Breakout,75.0,-18.32,14.68,1979.26,1409.76,31.4,54.7,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,8928.5,AVOID,47.3,0.31,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.1,MC Target Prob: 3.1% | Expected Horizon: 3.9d,0.03,0.43,-0.0049,82450.0,53.8,28.3,25.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,-6.0,45.74,9498.5,6126.48,62.0,49.2,31.4,10.53,32.6,20.3,0.0,Nifty IT
PATANJALI,446.65,AVOID,31.9,0.22,4.1 days,73.5,Low Leverage (D/E: 0.21),20.0,Neutral Setup,0.5,MC Target Prob: 0.7% | Expected Horizon: 4.1d,0.01,0.39,-0.0135,45647.0,82.5,100.0,65.0,90.0,65.0,85.0,YES,YES,YES,Breakdown,10.0,-30.46,1.27,642.29,441.05,31.0,47.1,25.2,3.48,14.8,14.7,0.21,Nifty FMCG
PERSISTENT,4845.0,AVOID,38.0,0.28,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),20.0,Neutral Setup,17.5,MC Target Prob: 3.6% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.43,0.0187,76991.0,83.2,80.0,25.0,100.0,50.0,55.0,YES,NO,YES,Confirmed Bounce,80.0,-25.92,6.97,6540.04,4529.4,39.8,51.6,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1738.4,AVOID,43.5,0.3,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,2.9,MC Target Prob: 4.1% | Expected Horizon: 3.8d,0.04,0.47,-0.0306,63149.0,90.0,70.0,25.0,100.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-10.89,22.85,1950.8,1415.03,39.5,57.4,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PNB,102.77,AVOID,45.6,0.29,4.0 days,97.2,Strong Revenue Growth (15.2%) | Low Leverage (D/E: 0.00) | Healthy Margins (31.2%),20.0,Neutral Setup,16.1,MC Target Prob: 1.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.44,0.009,121492.0,69.5,63.3,90.0,67.5,50.0,70.0,YES,NO,YES,Breakdown,10.0,-22.36,14.98,132.36,89.38,20.5,52.8,6.6,0.81,13.0,15.2,0.0,Nifty PSU Bank
PRESTIGE,1362.4,AVOID,42.5,0.35,3.7 days,54.8,Strong Revenue Growth (166.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.7,MC Target Prob: 5.3% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.49,0.0052,57201.0,67.8,60.0,25.0,100.0,100.0,85.0,NO,NO,NO,None,0.0,-24.48,20.94,1804.02,1126.5,47.1,50.1,47.8,3.51,8.0,166.5,1.05,Nifty Realty
PSB,23.95,AVOID,44.8,0.28,3.5 days,92.5,Strong Revenue Growth (33.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (25.6%),38.0,Constructive RSI (Neutral-Bullish),3.0,MC Target Prob: 4.2% | Expected Horizon: 3.5d,0.04,0.56,-0.0353,16455.0,75.4,70.0,52.5,100.0,85.0,85.0,NO,NO,YES,Breakdown,10.0,-27.82,15.92,33.18,20.66,40.3,54.0,12.5,1.17,9.6,33.8,0.0,Nifty PSU Bank
RADICO,3450.5,AVOID,46.0,0.42,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,33.2,MC Target Prob: 4.5% | Model Predicts +6.5% (10d) | Expected Horizon: 4.0d,0.05,0.4,0.0651,46569.0,68.8,28.3,25.0,100.0,100.0,40.0,NO,NO,YES,Neckline Breakout,65.0,-1.12,41.65,3489.7,2435.87,69.7,52.8,77.0,14.03,0.0,19.5,0.21,Nifty FMCG
SBIN,952.92,AVOID,37.3,0.23,4.3 days,88.9,High ROE (15.5%) | Low Leverage (D/E: 0.00) | Healthy Margins (22.1%),20.0,Neutral Setup,0.4,MC Target Prob: 0.6% | Expected Horizon: 4.3d,0.01,0.33,-0.0014,906401.0,49.0,53.3,40.0,35.0,50.0,85.0,NO,NO,YES,Breakdown,10.0,-20.99,26.99,1206.06,750.39,23.4,40.8,10.8,1.53,15.5,7.1,0.0,Nifty PSU Bank
SOBHA,1385.4,AVOID,33.8,0.26,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),38.0,Positive Trend Slope,2.6,MC Target Prob: 3.7% | Expected Horizon: 3.7d,0.04,0.5,-0.0379,13870.0,69.2,70.0,25.0,100.0,100.0,70.0,NO,NO,YES,Breakdown,10.0,-18.56,19.76,1701.2,1156.8,36.7,44.4,71.7,2.94,4.2,60.2,0.22,Nifty Realty
SONACOMS,591.35,AVOID,48.8,0.32,3.9 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.8,MC Target Prob: 2.6% | Expected Horizon: 3.9d,0.03,0.45,-0.0199,36653.0,64.5,28.3,25.0,90.0,85.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-2.62,46.4,607.25,403.94,56.6,53.5,57.3,6.41,10.7,45.4,0.07,Nifty Auto
TATACONSUM,1235.0,AVOID,37.5,0.27,4.3 days,59.0,Strong Revenue Growth (17.9%) | Low Leverage (D/E: 0.12),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.2,MC Target Prob: 0.2% | Expected Horizon: 4.3d,0.0,0.32,-0.016,109652.0,79.8,38.3,25.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-2.83,21.7,1271.0,1014.8,59.7,50.2,71.0,5.39,6.9,17.9,0.12,Nifty FMCG
TCS,2272.8,AVOID,40.1,0.28,4.3 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),20.0,Neutral Setup,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.34,0.0044,779300.0,68.2,83.3,65.0,70.0,50.0,55.0,YES,YES,YES,Breakdown,10.0,-35.05,0.0,3499.46,2272.8,20.8,48.5,15.8,6.87,48.4,9.6,0.1,Nifty IT
TECHM,1375.0,AVOID,42.5,0.32,4.3 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),38.0,Constructive RSI (Neutral-Bullish),15.3,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.34,0.0031,130989.0,86.8,80.0,40.0,80.0,55.0,85.0,YES,NO,YES,Confirmed Bounce,70.0,-22.25,3.25,1768.4,1331.7,43.1,55.8,27.3,4.43,16.6,12.6,0.07,Nifty IT
TIINDIA,2941.0,SELL,28.4,0.23,3.8 days,46.0,Strong Revenue Growth (20.7%) | Low Leverage (D/E: 0.28),38.0,Positive Trend Slope,2.5,MC Target Prob: 3.5% | Expected Horizon: 3.8d,0.04,0.47,-0.0103,59275.0,69.2,60.0,25.0,55.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-13.54,34.45,3401.52,2187.45,36.2,40.6,93.0,7.88,0.0,20.7,0.28,Nifty Auto
